source,target,relation,subject,weight
N00667,N00650,part_of,数据结构,1.0
N00668,N00650,part_of,数据结构,1.0
N00669,N00650,part_of,数据结构,1.0
N00670,N00650,part_of,数据结构,1.0
N00671,N00650,part_of,数据结构,1.0
N00672,N00650,part_of,数据结构,1.0
N00673,N00650,part_of,数据结构,1.0
N00674,N00650,part_of,数据结构,1.0
N00675,N00650,part_of,数据结构,1.0
N00676,N00650,part_of,数据结构,1.0
N00677,N00650,part_of,数据结构,1.0
N00678,N00650,part_of,数据结构,1.0
N00679,N00650,part_of,数据结构,1.0
N00680,N00650,part_of,数据结构,1.0
N00681,N00650,part_of,数据结构,1.0
N00682,N00650,part_of,数据结构,1.0
N00683,N00650,part_of,数据结构,1.0
N00684,N00650,part_of,数据结构,1.0
N00685,N00650,part_of,数据结构,1.0
N00686,N00650,part_of,数据结构,1.0
N00687,N00650,part_of,数据结构,1.0
N00688,N00650,part_of,数据结构,1.0
N00689,N00650,part_of,数据结构,1.0
N00690,N00650,part_of,数据结构,1.0
N00691,N00650,part_of,数据结构,1.0
N00692,N00650,part_of,数据结构,1.0
N00693,N00650,part_of,数据结构,1.0
N00694,N00650,part_of,数据结构,1.0
N00695,N00650,part_of,数据结构,1.0
N00696,N00650,part_of,数据结构,1.0
N00697,N00650,part_of,数据结构,1.0
N00698,N00650,part_of,数据结构,1.0
N00699,N00650,part_of,数据结构,1.0
N00700,N00650,part_of,数据结构,1.0
N00701,N00650,part_of,数据结构,1.0
N00702,N00650,part_of,数据结构,1.0
N00703,N00650,part_of,数据结构,1.0
N00704,N00650,part_of,数据结构,1.0
N00705,N00650,part_of,数据结构,1.0
N00706,N00650,part_of,数据结构,1.0
N00707,N00650,part_of,数据结构,1.0
N00708,N00650,part_of,数据结构,1.0
N00709,N00650,part_of,数据结构,1.0
N00710,N00650,part_of,数据结构,1.0
N00711,N00650,part_of,数据结构,1.0
N00712,N00650,part_of,数据结构,1.0
N00713,N00650,part_of,数据结构,1.0
N00714,N00650,part_of,数据结构,1.0
N00715,N00650,part_of,数据结构,1.0
N00716,N00650,part_of,数据结构,1.0
N00717,N00650,part_of,数据结构,1.0
N00718,N00650,part_of,数据结构,1.0
N00719,N00650,part_of,数据结构,1.0
N00720,N00650,part_of,数据结构,1.0
N00721,N00650,part_of,数据结构,1.0
N00722,N00650,part_of,数据结构,1.0
N00723,N00650,part_of,数据结构,1.0
N00724,N00650,part_of,数据结构,1.0
N00725,N00650,part_of,数据结构,1.0
N00726,N00650,part_of,数据结构,1.0
N00727,N00650,part_of,数据结构,1.0
N00728,N00650,part_of,数据结构,1.0
N00729,N00650,part_of,数据结构,1.0
N00730,N00650,part_of,数据结构,1.0
N00731,N00001,part_of,数据结构,1.0
N00732,N00731,part_of,数据结构,1.0
N00733,N00731,part_of,数据结构,1.0
N00734,N00731,part_of,数据结构,1.0
N00735,N00731,part_of,数据结构,1.0
N00736,N00731,part_of,数据结构,1.0
N00737,N00731,part_of,数据结构,1.0
N00738,N00731,part_of,数据结构,1.0
N00739,N00731,part_of,数据结构,1.0
N00740,N00731,part_of,数据结构,1.0
N00741,N00731,part_of,数据结构,1.0
N00742,N00731,part_of,数据结构,1.0
N00743,N00731,part_of,数据结构,1.0
N00744,N00731,part_of,数据结构,1.0
N00745,N00731,part_of,数据结构,1.0
N00746,N00731,part_of,数据结构,1.0
N00747,N00731,part_of,数据结构,1.0
N00748,N00731,part_of,数据结构,1.0
N00749,N00731,part_of,数据结构,1.0
N00750,N00731,part_of,数据结构,1.0
N00751,N00731,part_of,数据结构,1.0
N00752,N00731,part_of,数据结构,1.0
N00753,N00731,part_of,数据结构,1.0
N00754,N00731,part_of,数据结构,1.0
N00755,N00731,part_of,数据结构,1.0
N00756,N00731,part_of,数据结构,1.0
N00757,N00731,part_of,数据结构,1.0
N00758,N00731,part_of,数据结构,1.0
N00759,N00731,part_of,数据结构,1.0
N00760,N00731,part_of,数据结构,1.0
N00761,N00731,part_of,数据结构,1.0
N00762,N00731,part_of,数据结构,1.0
N00763,N00731,part_of,数据结构,1.0
N00764,N00731,part_of,数据结构,1.0
N00765,N00731,part_of,数据结构,1.0
N00766,N00731,part_of,数据结构,1.0
N00767,N00731,part_of,数据结构,1.0
N00768,N00731,part_of,数据结构,1.0
N00769,N00731,part_of,数据结构,1.0
N00770,N00731,part_of,数据结构,1.0
N00771,N00731,part_of,数据结构,1.0
N00772,N00731,part_of,数据结构,1.0
N00773,N00731,part_of,数据结构,1.0
N00774,N00731,part_of,数据结构,1.0
N00775,N00731,part_of,数据结构,1.0
N00776,N00731,part_of,数据结构,1.0
N00777,N00731,part_of,数据结构,1.0
N00778,N00731,part_of,数据结构,1.0
N00779,N00731,part_of,数据结构,1.0
N00780,N00731,part_of,数据结构,1.0
N00781,N00731,part_of,数据结构,1.0
N00782,N00731,part_of,数据结构,1.0
N00783,N00731,part_of,数据结构,1.0
N00784,N00731,part_of,数据结构,1.0
N00785,N00731,part_of,数据结构,1.0
N00786,N00731,part_of,数据结构,1.0
N00787,N00731,part_of,数据结构,1.0
N00788,N00731,part_of,数据结构,1.0
N00789,N00731,part_of,数据结构,1.0
N00790,N00731,part_of,数据结构,1.0
N00791,N00731,part_of,数据结构,1.0
N00792,N00731,part_of,数据结构,1.0
N00793,N00731,part_of,数据结构,1.0
N00794,N00731,part_of,数据结构,1.0
N00795,N00731,part_of,数据结构,1.0
N00796,N00731,part_of,数据结构,1.0
N00797,N00731,part_of,数据结构,1.0
N00798,N00731,part_of,数据结构,1.0
N00799,N00731,part_of,数据结构,1.0
N00800,N00731,part_of,数据结构,1.0
N00801,N00731,part_of,数据结构,1.0
N00802,N00731,part_of,数据结构,1.0
N00803,N00731,part_of,数据结构,1.0
N00804,N00731,part_of,数据结构,1.0
N00805,N00731,part_of,数据结构,1.0
N00806,N00731,part_of,数据结构,1.0
N00807,N00731,part_of,数据结构,1.0
N00808,N00731,part_of,数据结构,1.0
N00809,N00731,part_of,数据结构,1.0
N00810,N00731,part_of,数据结构,1.0
N00811,N00731,part_of,数据结构,1.0
N00813,N00812,part_of,操作系统,1.0
N00814,N00813,part_of,操作系统,1.0
N00815,N00813,part_of,操作系统,1.0
N00816,N00813,part_of,操作系统,1.0
N00817,N00813,part_of,操作系统,1.0
N00818,N00813,part_of,操作系统,1.0
N00819,N00813,part_of,操作系统,1.0
N00820,N00813,part_of,操作系统,1.0
N00821,N00813,part_of,操作系统,1.0
N00822,N00813,part_of,操作系统,1.0
N00823,N00813,part_of,操作系统,1.0
N00824,N00813,part_of,操作系统,1.0
N00825,N00813,part_of,操作系统,1.0
N00826,N00813,part_of,操作系统,1.0
N00827,N00813,part_of,操作系统,1.0
N00828,N00813,part_of,操作系统,1.0
N00829,N00813,part_of,操作系统,1.0
N00830,N00813,part_of,操作系统,1.0
N00831,N00813,part_of,操作系统,1.0
N00832,N00813,part_of,操作系统,1.0
N00833,N00813,part_of,操作系统,1.0
N00834,N00813,part_of,操作系统,1.0
N00835,N00813,part_of,操作系统,1.0
N00836,N00813,part_of,操作系统,1.0
N00837,N00813,part_of,操作系统,1.0
N00838,N00813,part_of,操作系统,1.0
N00839,N00813,part_of,操作系统,1.0
N00840,N00813,part_of,操作系统,1.0
N00841,N00813,part_of,操作系统,1.0
N00842,N00813,part_of,操作系统,1.0
N00843,N00813,part_of,操作系统,1.0
N00844,N00813,part_of,操作系统,1.0
N00845,N00813,part_of,操作系统,1.0
N00846,N00813,part_of,操作系统,1.0
N00847,N00813,part_of,操作系统,1.0
N00848,N00813,part_of,操作系统,1.0
N00849,N00813,part_of,操作系统,1.0
N00850,N00813,part_of,操作系统,1.0
N00851,N00813,part_of,操作系统,1.0
N00852,N00813,part_of,操作系统,1.0
N00853,N00813,part_of,操作系统,1.0
N00854,N00813,part_of,操作系统,1.0
N00855,N00813,part_of,操作系统,1.0
N00856,N00813,part_of,操作系统,1.0
N00857,N00813,part_of,操作系统,1.0
N00858,N00813,part_of,操作系统,1.0
N00859,N00813,part_of,操作系统,1.0
N00860,N00813,part_of,操作系统,1.0
N00861,N00813,part_of,操作系统,1.0
N00862,N00813,part_of,操作系统,1.0
N00863,N00813,part_of,操作系统,1.0
N00864,N00813,part_of,操作系统,1.0
N00865,N00813,part_of,操作系统,1.0
N00866,N00813,part_of,操作系统,1.0
N00867,N00813,part_of,操作系统,1.0
N00868,N00813,part_of,操作系统,1.0
N00869,N00813,part_of,操作系统,1.0
N00870,N00813,part_of,操作系统,1.0
N00871,N00813,part_of,操作系统,1.0
N00872,N00813,part_of,操作系统,1.0
N00873,N00813,part_of,操作系统,1.0
N00874,N00813,part_of,操作系统,1.0
N00875,N00813,part_of,操作系统,1.0
N00876,N00813,part_of,操作系统,1.0
N00877,N00813,part_of,操作系统,1.0
N00878,N00813,part_of,操作系统,1.0
N00879,N00813,part_of,操作系统,1.0
N00880,N00813,part_of,操作系统,1.0
N00881,N00813,part_of,操作系统,1.0
N00882,N00813,part_of,操作系统,1.0
N00883,N00813,part_of,操作系统,1.0
N00884,N00813,part_of,操作系统,1.0
N00885,N00813,part_of,操作系统,1.0
N00886,N00813,part_of,操作系统,1.0
N00887,N00813,part_of,操作系统,1.0
N00888,N00813,part_of,操作系统,1.0
N00889,N00813,part_of,操作系统,1.0
N00890,N00813,part_of,操作系统,1.0
N00891,N00813,part_of,操作系统,1.0
N00892,N00813,part_of,操作系统,1.0
N00893,N00813,part_of,操作系统,1.0
N00894,N00812,part_of,操作系统,1.0
N00895,N00894,part_of,操作系统,1.0
N00896,N00894,part_of,操作系统,1.0
N00897,N00894,part_of,操作系统,1.0
N00898,N00894,part_of,操作系统,1.0
N00899,N00894,part_of,操作系统,1.0
N00900,N00894,part_of,操作系统,1.0
N00901,N00894,part_of,操作系统,1.0
N00902,N00894,part_of,操作系统,1.0
N00903,N00894,part_of,操作系统,1.0
N00904,N00894,part_of,操作系统,1.0
N00905,N00894,part_of,操作系统,1.0
N00906,N00894,part_of,操作系统,1.0
N00907,N00894,part_of,操作系统,1.0
N00908,N00894,part_of,操作系统,1.0
N00909,N00894,part_of,操作系统,1.0
N00910,N00894,part_of,操作系统,1.0
N00911,N00894,part_of,操作系统,1.0
N00912,N00894,part_of,操作系统,1.0
N00913,N00894,part_of,操作系统,1.0
N00914,N00894,part_of,操作系统,1.0
N00915,N00894,part_of,操作系统,1.0
N00916,N00894,part_of,操作系统,1.0
N00917,N00894,part_of,操作系统,1.0
N00918,N00894,part_of,操作系统,1.0
N00919,N00894,part_of,操作系统,1.0
N00920,N00894,part_of,操作系统,1.0
N00921,N00894,part_of,操作系统,1.0
N00922,N00894,part_of,操作系统,1.0
N00923,N00894,part_of,操作系统,1.0
N00924,N00894,part_of,操作系统,1.0
N00925,N00894,part_of,操作系统,1.0
N00926,N00894,part_of,操作系统,1.0
N00927,N00894,part_of,操作系统,1.0
N00928,N00894,part_of,操作系统,1.0
N00929,N00894,part_of,操作系统,1.0
N00930,N00894,part_of,操作系统,1.0
N00931,N00894,part_of,操作系统,1.0
N00932,N00894,part_of,操作系统,1.0
N00933,N00894,part_of,操作系统,1.0
N00934,N00894,part_of,操作系统,1.0
N00935,N00894,part_of,操作系统,1.0
N00936,N00894,part_of,操作系统,1.0
N00937,N00894,part_of,操作系统,1.0
N00938,N00894,part_of,操作系统,1.0
N00939,N00894,part_of,操作系统,1.0
N00940,N00894,part_of,操作系统,1.0
N00941,N00894,part_of,操作系统,1.0
N00942,N00894,part_of,操作系统,1.0
N00943,N00894,part_of,操作系统,1.0
N00944,N00894,part_of,操作系统,1.0
N00945,N00894,part_of,操作系统,1.0
N00946,N00894,part_of,操作系统,1.0
N00947,N00894,part_of,操作系统,1.0
N00948,N00894,part_of,操作系统,1.0
N00949,N00894,part_of,操作系统,1.0
N00950,N00894,part_of,操作系统,1.0
N00951,N00894,part_of,操作系统,1.0
N00952,N00894,part_of,操作系统,1.0
N00953,N00894,part_of,操作系统,1.0
N00954,N00894,part_of,操作系统,1.0
N00955,N00894,part_of,操作系统,1.0
N00956,N00894,part_of,操作系统,1.0
N00957,N00894,part_of,操作系统,1.0
N00958,N00894,part_of,操作系统,1.0
N00959,N00894,part_of,操作系统,1.0
N00960,N00894,part_of,操作系统,1.0
N00961,N00894,part_of,操作系统,1.0
N00962,N00894,part_of,操作系统,1.0
N00963,N00894,part_of,操作系统,1.0
N00964,N00894,part_of,操作系统,1.0
N00965,N00894,part_of,操作系统,1.0
N00966,N00894,part_of,操作系统,1.0
N00967,N00894,part_of,操作系统,1.0
N00968,N00894,part_of,操作系统,1.0
N00969,N00894,part_of,操作系统,1.0
N00970,N00894,part_of,操作系统,1.0
N00971,N00894,part_of,操作系统,1.0
N00972,N00894,part_of,操作系统,1.0
N00973,N00894,part_of,操作系统,1.0
N00974,N00894,part_of,操作系统,1.0
N00975,N00812,part_of,操作系统,1.0
N00976,N00975,part_of,操作系统,1.0
N00977,N00975,part_of,操作系统,1.0
N00978,N00975,part_of,操作系统,1.0
N00979,N00975,part_of,操作系统,1.0
N00980,N00975,part_of,操作系统,1.0
N00981,N00975,part_of,操作系统,1.0
N00982,N00975,part_of,操作系统,1.0
N00983,N00975,part_of,操作系统,1.0
N00984,N00975,part_of,操作系统,1.0
N00985,N00975,part_of,操作系统,1.0
N00986,N00975,part_of,操作系统,1.0
N00987,N00975,part_of,操作系统,1.0
N00988,N00975,part_of,操作系统,1.0
N00989,N00975,part_of,操作系统,1.0
N00990,N00975,part_of,操作系统,1.0
N00991,N00975,part_of,操作系统,1.0
N00992,N00975,part_of,操作系统,1.0
N00993,N00975,part_of,操作系统,1.0
N00994,N00975,part_of,操作系统,1.0
N00995,N00975,part_of,操作系统,1.0
N00996,N00975,part_of,操作系统,1.0
N00997,N00975,part_of,操作系统,1.0
N00998,N00975,part_of,操作系统,1.0
N00999,N00975,part_of,操作系统,1.0
N01000,N00975,part_of,操作系统,1.0
N01001,N00975,part_of,操作系统,1.0
N01002,N00975,part_of,操作系统,1.0
N01003,N00975,part_of,操作系统,1.0
N01004,N00975,part_of,操作系统,1.0
N01005,N00975,part_of,操作系统,1.0
N01006,N00975,part_of,操作系统,1.0
N01007,N00975,part_of,操作系统,1.0
N01008,N00975,part_of,操作系统,1.0
N01009,N00975,part_of,操作系统,1.0
N01010,N00975,part_of,操作系统,1.0
N01011,N00975,part_of,操作系统,1.0
N01012,N00975,part_of,操作系统,1.0
N01013,N00975,part_of,操作系统,1.0
N01014,N00975,part_of,操作系统,1.0
N01015,N00975,part_of,操作系统,1.0
N01016,N00975,part_of,操作系统,1.0
N01017,N00975,part_of,操作系统,1.0
N01018,N00975,part_of,操作系统,1.0
N01019,N00975,part_of,操作系统,1.0
N01020,N00975,part_of,操作系统,1.0
N01021,N00975,part_of,操作系统,1.0
N01022,N00975,part_of,操作系统,1.0
N01023,N00975,part_of,操作系统,1.0
N01024,N00975,part_of,操作系统,1.0
N01025,N00975,part_of,操作系统,1.0
N01026,N00975,part_of,操作系统,1.0
N01027,N00975,part_of,操作系统,1.0
N01028,N00975,part_of,操作系统,1.0
N01029,N00975,part_of,操作系统,1.0
N01030,N00975,part_of,操作系统,1.0
N01031,N00975,part_of,操作系统,1.0
N01032,N00975,part_of,操作系统,1.0
N01033,N00975,part_of,操作系统,1.0
N01034,N00975,part_of,操作系统,1.0
N01035,N00975,part_of,操作系统,1.0
N01036,N00975,part_of,操作系统,1.0
N01037,N00975,part_of,操作系统,1.0
N01038,N00975,part_of,操作系统,1.0
N01039,N00975,part_of,操作系统,1.0
N01040,N00975,part_of,操作系统,1.0
N01041,N00975,part_of,操作系统,1.0
N01042,N00975,part_of,操作系统,1.0
N01043,N00975,part_of,操作系统,1.0
N01044,N00975,part_of,操作系统,1.0
N01045,N00975,part_of,操作系统,1.0
N01046,N00975,part_of,操作系统,1.0
N01047,N00975,part_of,操作系统,1.0
N01048,N00975,part_of,操作系统,1.0
N01049,N00975,part_of,操作系统,1.0
N01050,N00975,part_of,操作系统,1.0
N01051,N00975,part_of,操作系统,1.0
N01052,N00975,part_of,操作系统,1.0
N01053,N00975,part_of,操作系统,1.0
N01054,N00975,part_of,操作系统,1.0
N01055,N00975,part_of,操作系统,1.0
N01056,N00812,part_of,操作系统,1.0
N01057,N01056,part_of,操作系统,1.0
N01058,N01056,part_of,操作系统,1.0
N01059,N01056,part_of,操作系统,1.0
N01060,N01056,part_of,操作系统,1.0
N01061,N01056,part_of,操作系统,1.0
N01062,N01056,part_of,操作系统,1.0
N01063,N01056,part_of,操作系统,1.0
N01064,N01056,part_of,操作系统,1.0
N01065,N01056,part_of,操作系统,1.0
N01066,N01056,part_of,操作系统,1.0
N01067,N01056,part_of,操作系统,1.0
N01068,N01056,part_of,操作系统,1.0
N01069,N01056,part_of,操作系统,1.0
N01070,N01056,part_of,操作系统,1.0
N01071,N01056,part_of,操作系统,1.0
N01072,N01056,part_of,操作系统,1.0
N01073,N01056,part_of,操作系统,1.0
N01074,N01056,part_of,操作系统,1.0
N01075,N01056,part_of,操作系统,1.0
N01076,N01056,part_of,操作系统,1.0
N01077,N01056,part_of,操作系统,1.0
N01078,N01056,part_of,操作系统,1.0
N01079,N01056,part_of,操作系统,1.0
N01080,N01056,part_of,操作系统,1.0
N01081,N01056,part_of,操作系统,1.0
N01082,N01056,part_of,操作系统,1.0
N01083,N01056,part_of,操作系统,1.0
N01084,N01056,part_of,操作系统,1.0
N01085,N01056,part_of,操作系统,1.0
N01086,N01056,part_of,操作系统,1.0
N01087,N01056,part_of,操作系统,1.0
N01088,N01056,part_of,操作系统,1.0
N01089,N01056,part_of,操作系统,1.0
N01090,N01056,part_of,操作系统,1.0
N01091,N01056,part_of,操作系统,1.0
N01092,N01056,part_of,操作系统,1.0
N01093,N01056,part_of,操作系统,1.0
N01094,N01056,part_of,操作系统,1.0
N01095,N01056,part_of,操作系统,1.0
N01096,N01056,part_of,操作系统,1.0
N01097,N01056,part_of,操作系统,1.0
N01098,N01056,part_of,操作系统,1.0
N01099,N01056,part_of,操作系统,1.0
N01100,N01056,part_of,操作系统,1.0
N01101,N01056,part_of,操作系统,1.0
N01102,N01056,part_of,操作系统,1.0
N01103,N01056,part_of,操作系统,1.0
N01104,N01056,part_of,操作系统,1.0
N01105,N01056,part_of,操作系统,1.0
N01106,N01056,part_of,操作系统,1.0
N01107,N01056,part_of,操作系统,1.0
N01108,N01056,part_of,操作系统,1.0
N01109,N01056,part_of,操作系统,1.0
N01110,N01056,part_of,操作系统,1.0
N01111,N01056,part_of,操作系统,1.0
N01112,N01056,part_of,操作系统,1.0
N01113,N01056,part_of,操作系统,1.0
N01114,N01056,part_of,操作系统,1.0
N01115,N01056,part_of,操作系统,1.0
N01116,N01056,part_of,操作系统,1.0
N01117,N01056,part_of,操作系统,1.0
N01118,N01056,part_of,操作系统,1.0
N01119,N01056,part_of,操作系统,1.0
N01120,N01056,part_of,操作系统,1.0
N01121,N01056,part_of,操作系统,1.0
N01122,N01056,part_of,操作系统,1.0
N01123,N01056,part_of,操作系统,1.0
N01124,N01056,part_of,操作系统,1.0
N01125,N01056,part_of,操作系统,1.0
N01126,N01056,part_of,操作系统,1.0
N01127,N01056,part_of,操作系统,1.0
N01128,N01056,part_of,操作系统,1.0
N01129,N01056,part_of,操作系统,1.0
N01130,N01056,part_of,操作系统,1.0
N01131,N01056,part_of,操作系统,1.0
N01132,N01056,part_of,操作系统,1.0
N01133,N01056,part_of,操作系统,1.0
N01134,N01056,part_of,操作系统,1.0
N01135,N01056,part_of,操作系统,1.0
N01136,N01056,part_of,操作系统,1.0
N01137,N00812,part_of,操作系统,1.0
N01138,N01137,part_of,操作系统,1.0
N01139,N01137,part_of,操作系统,1.0
N01140,N01137,part_of,操作系统,1.0
N01141,N01137,part_of,操作系统,1.0
N01142,N01137,part_of,操作系统,1.0
N01143,N01137,part_of,操作系统,1.0
N01144,N01137,part_of,操作系统,1.0
N01145,N01137,part_of,操作系统,1.0
N01146,N01137,part_of,操作系统,1.0
N01147,N01137,part_of,操作系统,1.0
N01148,N01137,part_of,操作系统,1.0
N01149,N01137,part_of,操作系统,1.0
N01150,N01137,part_of,操作系统,1.0
N01151,N01137,part_of,操作系统,1.0
N01152,N01137,part_of,操作系统,1.0
N01153,N01137,part_of,操作系统,1.0
N01154,N01137,part_of,操作系统,1.0
N01155,N01137,part_of,操作系统,1.0
